Order,PID,MS SubClass,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,price_per_sqft,total_bathrooms,age_at_sale,quality_x_area,SalePrice_log,age_group
164,535454070,50,71.0,-0.1997539364559017,Pave,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507.0,Unf,0.0,403.0,910.0,GasA,Fa,Y,SBrkr,910,475,0,-0.21379003202425956,0.0,0.0,2,0,4,1,TA,6,Typ,0,,Detchd,2000.0,Unf,720.0,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD ,Normal,166000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-776462.7678299021,2.0,58,-1.0689501601212978,12.019749091416921,Old
1980,902125120,30,60.0,0.08350435770423148,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,641.0,641.0,GasA,Gd,Y,SBrkr,1047,0,0,-0.8837443330646091,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1954.0,Unf,273.0,Fa,Fa,N,0,0,0,0,0,0,450,8,2007,WD ,Normal,100000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-113154.89815162319,1.0,122,-3.5349773322584364,11.51293546492023,
253,906385020,20,64.0,-0.3438678054145659,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2010,2010,Gable,CompShg,VinylSd,VinylSd,Stone,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1198.0,1222.0,GasA,Ex,Y,SBrkr,1222,0,0,-0.5368745026443098,0.0,0.0,2,0,2,1,Gd,6,Typ,0,,Attchd,2009.0,RFn,615.0,TA,TA,Y,0,54,0,0,0,0,0,3,2010,WD ,Normal,187000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-348312.3133599274,2.0,0,-3.7581215185101686,12.138869243416009,
1863,534104090,60,68.0,-0.38238099453282964,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738.0,Unf,0.0,319.0,1057.0,GasA,Ex,Y,SBrkr,1057,872,0,0.8644796122536994,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,Fin,650.0,TA,TA,Y,0,235,0,0,0,0,0,5,2007,WD ,Normal,226000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,261428.953091002,2.5,6,6.051357285775896,12.328294703023396,New
1533,909276170,70,74.0,0.23109683729293246,Pave,IR1,HLS,AllPub,Inside,Mod,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326.0,Unf,0.0,389.0,715.0,GasA,Fa,Y,FuseA,849,811,0,0.33129113006478217,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,240.0,TA,TA,Y,0,0,0,0,0,0,0,8,2008,WD ,Normal,188700,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,569589.6535566791,1.5,74,1.987746780388693,12.147919030759663,Old
2505,533206040,120,34.0,-0.8075169079608892,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1143.0,1143.0,GasA,Ex,Y,SBrkr,1143,0,0,-0.6934614546626163,0.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2004.0,RFn,588.0,TA,TA,Y,0,191,0,0,0,0,0,5,2006,WD ,Normal,176400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,-254376.0706726264,1.5,2,-4.8542301826383145,12.080515091473,New
790,905451300,20,68.0,-0.06918180173559468,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,257.0,Unf,0.0,816.0,1073.0,GasA,TA,Y,FuseA,1073,0,0,-0.832209386830736,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1956.0,Unf,340.0,TA,TA,Y,0,0,0,0,0,0,0,2,2009,WD ,Normal,121500,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-145996.91126136266,1.0,53,-4.1610469341536795,11.707677772181546,Old
1179,533250050,120,38.0,0.6006992167343342,Pave,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0.0,474.0,1260.0,GasA,Ex,Y,SBrkr,1288,0,0,-0.4060550237429397,1.0,0.0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996.0,Fin,500.0,TA,TA,Y,120,30,0,0,224,0,0,12,2008,WD ,Normal,245500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-604597.8639471731,1.5,12,-3.248440189943518,12.411056299528171,Recent
1430,906475100,20,68.0,0.17046962345514957,Pave,IR1,Bnk,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,6,6,1966,1966,Flat,Tar&Grv,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,Gd,Gd,LwQ,262.0,ALQ,723.0,197.0,1182.0,GasA,Ex,Y,SBrkr,1643,0,0,0.297595203681096,1.0,0.0,2,0,2,1,TA,6,Typ,1,Gd,Attchd,1966.0,Unf,438.0,TA,TA,Y,339,0,0,0,0,0,0,3,2008,WD ,Normal,195000,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,655252.4959675178,2.0,42,1.7855712220865758,12.180759965737863,Old
2277,921205070,60,88.0,0.3152046728834632,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,Gd,Unf,0.0,Unf,0.0,1094.0,1094.0,GasA,Ex,Y,SBrkr,1133,1349,0,1.9605882763818452,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2005.0,Fin,642.0,TA,TA,Y,144,39,0,0,0,0,0,2,2007,WD ,Normal,281213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,143432.97029142838,2.5,2,15.684706211054761,12.546871224308068,New
2927,923276100,20,68.0,-0.1544077621714944,Pave,IR1,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,301.0,ALQ,324.0,239.0,864.0,GasA,TA,Y,SBrkr,902,0,0,-1.1711507639842855,1.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1983.0,Unf,484.0,TA,TA,Y,164,0,0,0,0,0,0,6,2006,WD ,Normal,131000,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-111855.79519611513,1.0,23,-5.855753819921428,11.782960235741939,Recent
1737,528222040,20,73.0,-0.15266845685647604,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1316.0,1340.0,GasA,Ex,Y,SBrkr,1340,0,0,-0.30298513127519366,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,396.0,TA,TA,Y,100,30,0,0,0,0,0,8,2007,New,Partial,181134,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-597831.3167964688,2.0,0,-2.1208959189263554,12.106997888588934,
1079,528188150,160,36.0,-0.954115498798151,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,573.0,Unf,0.0,191.0,764.0,GasA,Ex,Y,SBrkr,764,862,0,0.26389927729740975,1.0,0.0,2,1,2,1,Gd,6,Typ,0,,BuiltIn,2003.0,RFn,474.0,TA,TA,Y,0,27,0,0,0,0,0,10,2008,WD ,Normal,154000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,583555.9747533706,2.5,5,1.8472949410818682,11.944714374881176,New
1379,905103030,80,80.0,0.3585630696649924,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,GasA,TA,Y,SBrkr,1096,0,0,-0.7866207805469253,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1978.0,Unf,484.0,TA,TA,Y,168,0,0,0,0,0,0,12,2008,WD ,Normal,157500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-200223.54340867104,1.0,30,-4.719724683281552,11.967187086434018,Recent
719,902329080,70,60.0,-0.8109955185909259,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Ex,Y,SBrkr,664,624,0,-0.4060550237429397,1.0,0.0,1,0,3,1,Ex,5,Typ,1,Gd,Attchd,1917.0,Unf,280.0,TA,TA,N,0,103,0,0,0,0,0,5,2009,WD ,Normal,119000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-293063.7303857987,1.0,92,-2.4363301424576385,11.686887175419702,Old
2851,909250120,70,96.0,0.3732229287487186,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0.0,Unf,0.0,747.0,747.0,GasA,Gd,Y,FuseF,892,892,0,0.5770731813340229,0.0,0.0,1,1,4,1,TA,9,Typ,0,,Detchd,1914.0,Unf,180.0,Fa,Fa,N,203,40,0,0,0,0,0,7,2006,WD ,Normal,138887,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,240674.84764919113,1.5,92,2.8853659066701143,11.841423131921784,Old
462,528186180,120,48.0,-0.4830122306160349,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,863.0,Unf,0.0,461.0,1324.0,GasA,Ex,Y,SBrkr,1324,0,0,-0.33469894434219244,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,Fin,550.0,TA,TA,Y,192,38,0,0,0,0,0,12,2009,WD ,Normal,254000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-758890.95049046,2.0,3,-2.6775915547375395,12.445093483000798,New
2868,909425120,20,90.0,0.4953470090817935,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,,0.0,TA,TA,PConc,TA,TA,No,ALQ,296.0,GLQ,547.0,230.0,1073.0,GasA,Ex,Y,SBrkr,1811,0,0,0.6305902408845833,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Gd,Attchd,1956.0,Fin,470.0,TA,TA,Y,0,0,280,0,0,0,0,7,2006,WD ,Abnorml,230000,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,364737.6459194154,1.0,50,3.7835414453075,12.345838935721968,Old
158,535353190,50,78.0,0.916258895316237,Pave,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,TA,Y,SBrkr,912,546,0,-0.06909575990607757,0.0,1.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1948.0,Unf,330.0,TA,TA,Y,192,0,0,0,0,0,0,1,2010,WD ,Abnorml,97500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1411085.1394142355,1.0,62,-0.4145745594364654,11.487617913343598,Old
1804,528482010,20,100.0,0.21072211788843165,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1685.0,1685.0,GasA,Ex,Y,SBrkr,1685,0,0,0.3808439629819678,0.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,Fin,658.0,TA,TA,Y,112,63,0,0,0,0,0,4,2007,WD ,Normal,253000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,664314.0619035598,2.0,1,3.0467517038557426,12.441148720271016,New
2308,526302120,20,68.0,0.20339218834656855,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,302.0,TA,TA,CBlock,TA,TA,Mn,Rec,1127.0,Unf,0.0,490.0,1617.0,GasA,Fa,Y,SBrkr,1797,0,0,0.6028406544509594,0.0,0.0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1957.0,Unf,963.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD ,Normal,169000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,280339.42096011713,1.5,49,3.0142032722547967,12.037659911047468,Old
1583,916403230,80,85.0,0.008962701346301703,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,783.0,Unf,0.0,678.0,1461.0,GasA,Ex,Y,SBrkr,1509,0,0,0.03199201924498109,1.0,0.0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1988.0,RFn,600.0,TA,TA,Y,224,0,0,0,0,0,0,8,2008,WD ,Abnorml,175000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,5470114.238802042,2.0,20,0.19195211546988653,12.07254696717504,Recent
1193,534201240,60,73.0,-0.1632285248405161,Pave,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,2Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,732.0,Unf,0.0,0.0,732.0,GasA,Ex,Y,SBrkr,732,732,0,-0.05720308000595302,0.0,0.0,1,1,4,1,TA,7,Typ,0,,Attchd,1968.0,Unf,470.0,TA,TA,Y,0,40,0,0,0,0,0,6,2008,WD ,Normal,141000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-2464902.2392732417,1.5,40,-0.2860154000297651,11.856522261533737,Old
239,905452110,50,50.0,-0.09663797849409882,Pave,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,6,1947,1979,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,192.0,Unf,0.0,564.0,756.0,GasA,Ex,Y,SBrkr,1169,0,362,0.07559851221210442,0.0,0.0,1,0,3,1,TA,8,Typ,1,TA,Detchd,1947.0,Unf,209.0,Fa,TA,Y,0,0,0,0,0,0,0,6,2010,WD ,Normal,127000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1679927.2404155256,1.0,63,0.3023940488484177,11.751950239425476,Old
692,902101010,50,68.0,-0.7675128857154668,Pave,Reg,Bnk,AllPub,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,468.0,Unf,0.0,350.0,818.0,GasA,TA,Y,SBrkr,818,406,0,-0.5329102760109349,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1926.0,Unf,210.0,TA,TA,N,0,0,116,0,0,0,0,12,2009,WD ,Normal,115000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-215796.1765361798,1.0,83,-3.1974616560656095,11.652696102959753,Old
1026,527354160,60,80.0,0.03380992013227829,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,6,1980,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,280.0,TA,TA,CBlock,Gd,TA,Mn,Unf,0.0,Unf,0.0,738.0,738.0,GasA,TA,Y,SBrkr,1277,767,0,1.0924226436727533,0.0,0.0,2,1,3,1,TA,7,Min1,1,TA,Attchd,1980.0,Unf,489.0,TA,TA,Y,28,73,0,0,0,0,0,3,2008,WD ,Normal,185000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,169348.37544013662,2.5,28,7.646958505709273,12.128116509451258,Recent
1908,534478140,90,95.0,0.1512130288960177,Pave,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,220.0,Unf,0.0,708.0,928.0,GasA,Gd,Y,FuseA,928,992,0,0.8466405924035125,0.0,0.0,2,0,4,2,TA,10,Typ,0,,Detchd,1948.0,Unf,400.0,TA,Fa,Y,0,0,0,0,0,0,0,7,2007,WD ,Normal,137000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,161816.00696828534,2.0,59,4.233202962017563,11.827743504053695,Old
101,533221090,160,68.0,-0.9952376458889424,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,378.0,Unf,0.0,378.0,756.0,GasA,Ex,Y,SBrkr,769,804,0,0.15884727151297626,0.0,0.0,2,1,3,1,Gd,5,Typ,0,,Detchd,2000.0,Unf,440.0,TA,TA,Y,0,32,0,0,0,0,0,6,2010,WD ,Normal,177500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1117425.5516595386,2.5,10,0.9530836290778575,12.086731521684555,New
316,916386010,20,88.0,0.21966711665138322,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,Gd,TA,PConc,Gd,TA,No,GLQ,78.0,Unf,0.0,1258.0,1336.0,GasA,Ex,Y,SBrkr,1346,0,0,-0.2910924513750691,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2008.0,Fin,660.0,TA,TA,Y,100,48,0,0,0,0,0,5,2010,WD ,Normal,220000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-755773.6346674708,2.0,2,-2.0376471596254837,12.301387370778713,New
863,907250070,20,90.0,0.19084434285965038,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1234.0,Unf,0.0,335.0,1569.0,GasA,Ex,Y,SBrkr,1611,0,0,0.23416757754709838,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2002.0,RFn,1231.0,TA,TA,Y,262,93,0,0,0,0,0,9,2009,WD ,Normal,250000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1067611.505481442,2.0,7,1.6391730428296887,12.429220196836383,New
913,909251050,30,64.0,-0.193045187383688,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,Ex,Y,SBrkr,1232,0,0,-0.5170533694774355,0.0,0.0,1,0,3,1,Gd,6,Typ,1,Gd,Detchd,1916.0,Unf,440.0,TA,TA,Y,0,0,180,0,0,0,0,10,2009,WD ,Normal,147500,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-285270.35835598974,1.0,93,-3.102320216864613,11.901590234400047,Old
671,535403190,20,62.0,-0.263114344360142,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,CBlock,TA,TA,Mn,GLQ,745.0,Unf,0.0,206.0,951.0,GasA,Gd,Y,SBrkr,951,0,0,-1.0740272114666018,1.0,0.0,1,0,2,1,Gd,6,Typ,0,,Detchd,1985.0,Unf,480.0,TA,TA,Y,0,0,42,0,0,0,450,9,2009,WD ,Normal,143500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-133609.27774264527,1.0,51,-6.4441632687996115,11.874097282798648,Old
768,904351240,50,60.0,-0.04321645810424914,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,585.0,585.0,GasA,TA,N,FuseA,687,425,0,-0.7549069674799265,1.0,0.0,2,0,4,1,TA,6,Typ,0,,Detchd,1934.0,Unf,226.0,Po,Po,N,0,0,0,0,0,0,0,3,2009,WD ,Normal,63000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-83453.99196712967,2.0,75,-3.7745348373996324,11.050905878263567,Old
262,907200340,20,75.0,0.06486894361474904,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,Gd,Av,LwQ,182.0,ALQ,712.0,0.0,894.0,GasA,TA,Y,SBrkr,894,0,0,-1.187007670517785,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1976.0,Unf,308.0,TA,TA,Y,365,0,0,0,0,0,0,2,2010,WD ,Normal,128200,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-108002.67191540374,1.0,34,-5.935038352588925,11.761354623750297,Old
2418,528222010,60,96.0,0.18674455175996424,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1052.0,1052.0,GasA,Ex,Y,SBrkr,1052,1321,0,1.7445379248629158,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,Fin,632.0,TA,TA,Y,120,46,0,0,0,0,0,6,2006,New,Partial,258000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,147890.1641076524,2.5,2,13.956303398903326,12.460718739865236,New
